work_ID,work_species,work_author,trait_value_3.3.1,trait_value_3.3.2,trait_value_3.6.1,trait_value_3.6.2,trait_value_3.6.3,agreement_3.3.1,agreement_3.3.2,agreement_3.6.1,agreement_3.6.2,agreement_3.6.3,n_3.3.1,n_3.3.2,n_3.6.1,n_3.6.2,n_3.6.3,references_3.3.1,references_3.3.2,references_3.6.1,references_3.6.2,references_3.6.3
18961,Fumaria bastardii,Boreau,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
18964,Fumaria capreolata,L.,unspecialized,NA,biotic,insect,bee,0.667,NA,1,1,1,3,NA,3,2,1,"1,024,710,328",NA,"102,471,031,510,328","1,024,710,328",10315
18973,Fumaria muralis,Sond. ex W.D.J.Koch,unspecialized,NA,biotic,insect,bee,1,NA,1,1,1,2,NA,3,3,1,"1,024,710,328",NA,"102,471,031,510,328","102,471,031,510,328",10315
18976,Fumaria parviflora,Lam.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,1,1,NA,"1,019,110,313",NA,10313,10313,NA
18981,Fumaria schleicheri,Soy.-Will.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,1,1,NA,"1,019,110,313",NA,10313,10313,NA
18983,Fumaria vaillantii,Loisel.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,1,1,NA,"1,019,110,313",NA,10313,10313,NA
18984,Funtumia africana,(Benth.) Stapf,anemochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,1,1,NA,10255,NA,10199,10199,NA
18985,Funtumia elastica,(Preuss) Stapf,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
18987,Furcraea foetida,(L.) Haw.,unspecialized,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10328,NA,NA,NA,NA
19014,Gagea pratensis,(Pers.) Dumort.,zoochorous,zoochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10191,10191,10315,10315,NA
19017,Gagea serotina,(L.) Ker Gawl.,autochorous,autochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
19026,Gahnia aspera,(R.Br.) Spreng.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
19028,Gahnia beecheyi,H.Mann,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
19035,Gahnia lacera,(R.Lesson ex A.Rich.) Steud.,unspecialized,unspecialized,abiotic,wind,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19048,Gahnia setifolia,(A.Rich.) Hook.f.,unspecialized,unspecialized,abiotic,wind,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19055,Gahnia xanthocarpa,(Hook.f.) Hook.f.,unspecialized,unspecialized,abiotic,wind,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19057,Gaillardia aristata,Pursh,unspecialized,anthropochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
19062,Gaimardia setacea,Hook.f.,unspecialized,unspecialized,abiotic,wind,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19115,Galanthus elwesii,Hook.f.,zoochorous,zoochorous,biotic,insect,insect,1,1,1,1,1,1,1,1,1,1,10191,10191,10315,10315,10315
19117,Galanthus nivalis,L.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,2,1,NA,"1,019,110,255",NA,"1,031,310,315",10313,NA
19128,Galega officinalis,L.,unspecialized,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,2,2,NA,10328,NA,"1,031,310,328","1,031,310,328",NA
19131,Galeola nudifolia,Lour.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
19132,Galeopsis bifida,Boenn.,zoochorous,NA,biotic,insect,bee,1,NA,1,1,1,1,NA,2,1,1,10313,NA,"1,031,310,315",10313,10315
19133,Galeopsis ladanum,L.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,1,1,NA,10313,NA,10313,10313,NA
19134,Galeopsis segetum,Neck.,zoochorous,NA,biotic,insect,bee,1,NA,1,1,1,1,NA,2,1,1,10313,NA,"1,031,310,315",10313,10315
19135,Galeopsis speciosa,Mill.,zoochorous,NA,biotic,insect,bee,1,NA,1,1,1,1,NA,2,1,1,10313,NA,"1,031,310,315",10313,10315
19136,Galeopsis tetrahit,L.,zoochorous,NA,biotic,insect,insect,1,NA,1,1,1,1,NA,2,1,1,10313,NA,"1,031,310,315",10313,10315
19144,Galium angustifolium,Nutt.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
19146,Galium aparine,L.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,4,3,NA,"1,024,710,255",NA,"10,247,103,131,031,500,000","102,471,031,310,328",NA
19171,Galium elongatum,C.Presl,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,1,1,NA,10191,NA,10313,10313,NA
19184,Galium hypocarpium,(L.) Endl. ex Griseb.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10197,NA,NA,NA,NA
19191,Galium lucidum,All.,autochorous,autochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
19193,Galium mexicanum,Kunth,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
19197,Galium mollugo,L.,unspecialized,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,4,3,NA,"1,024,710,328",NA,"10,247,103,131,031,500,000","102,471,031,310,328",NA
19200,Galium murale,(L.) All.,zoochorous,zoochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
19205,Galium odoratum,(L.) Scop.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,2,1,NA,10255,NA,"1,031,310,315",10313,NA
19207,Galium parisiense,L.,unspecialized,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,2,2,NA,10247,NA,"1,024,710,313","1,024,710,313",NA
19216,Galium rotundifolium,L.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,1,1,NA,10191,NA,10313,10313,NA
19217,Galium saxatile,L.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,3,2,NA,10247,NA,"102,471,031,310,315","1,024,710,313",NA
19224,Galium sterneri,Ehrend.,zoochorous,zoochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
19229,Galium trifidum,L.,zoochorous,zoochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
19231,Galium trilobum,Colenso,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19234,Galium verrucosum,Huds.,zoochorous,zoochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
19238,Galphimia glauca,Cav.,unspecialized,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
19243,Gamochaeta antarctica,(Hook.f.) Cabrera,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10322,NA,NA,NA,NA
19246,Gamochaeta malvinensis,(H.Koyama) T.R.Dudley,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10322,NA,NA,NA,NA
19248,Gamochaeta simplicicaulis,(Willd. ex Spreng.) Cabrera,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA,NA,NA
19249,Gamochaeta spiciformis,(Sch.Bip.) Cabrera,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10322,NA,NA,NA,NA
19252,Ganophyllum falcatum,Blume,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10197,NA,NA,NA,NA
19283,Garcinia macrophylla,Mart.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
19284,Garcinia madruno,(Kunth) Hammel,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
19290,Garcinia myrtifolia,A.C.Sm.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10349,NA,NA,NA,NA
19295,Garcinia oblongifolia,Champ. ex Benth.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
19335,Gardenia jasminoides,J.Ellis,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
19369,Gastridium ventricosum,(Gouan) Schinz & Thell.,unspecialized,anthropochorous,abiotic,wind,NA,1,1,1,1,NA,1,1,2,2,NA,10247,10247,"1,024,710,328","1,024,710,328",NA
19392,Gaudinia coarctata,(Link) T.Durand & Schinz,zoochorous,epizoochorous,abiotic,wind,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
19393,Gaudinia fragilis,(L.) P.Beauv.,zoochorous,NA,abiotic,wind,NA,1,NA,1,1,NA,2,NA,2,2,NA,"1,024,710,191",NA,"1,024,710,313","1,024,710,313",NA
19394,Gaultheria antarctica,Hook.f.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10322,NA,NA,NA,NA
19395,Gaultheria antipoda,G.Forst.,zoochorous,endozoochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19398,Gaultheria crassa,Allan,unspecialized,unspecialized,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA,NA,NA
19399,Gaultheria depressa,Hook.f.,zoochorous,endozoochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19403,Gaultheria hispidula,(L.) Muhl. ex Bigelow,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
19406,Gaultheria macrostigma,(Colenso) D.J.Middleton,zoochorous,endozoochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19407,Gaultheria mucronata,(L.f.) Hook. & Arn.,zoochorous,endozoochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19408,Gaultheria nubicola,D.J.Middleton,zoochorous,endozoochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19411,Gaultheria parvula,D.J.Middleton,zoochorous,endozoochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19412,Gaultheria procumbens,L.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
19413,Gaultheria pumila,(L.f.) D.J.Middleton,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10322,NA,NA,NA,NA
19416,Gaultheria rupestris,(G.Forst.) G.Don,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19417,Gaultheria shallon,Pursh,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,1,1,NA,10255,NA,10328,10328,NA
19432,Gaylussacia baccata,(Wangenh.) K.Koch,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
19489,Genipa americana,L.,zoochorous,NA,biotic,insect,bee,1,NA,1,1,1,1,NA,1,1,1,10255,NA,10199,10199,10199
19492,Genista anglica,L.,autochorous,autochorous,biotic,insect,bee,1,0.75,1,1,1,1,2,2,1,1,10313,"1,031,310,191","1,031,310,315",10313,10315
19507,Genista hirsuta,Vahl,zoochorous,myrmecochorous,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,"1,025,610,334","1,025,610,334",NA,NA,NA
19509,Genista linifolia,L.,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19515,Genista monspessulana,(L.) L.A.S.Johnson,autochorous,autochorous,biotic,insect,NA,1,0.75,1,1,NA,1,2,1,1,NA,10247,"1,024,710,328",10247,10247,NA
19519,Genista pilosa,L.,autochorous,autochorous,biotic,insect,bee,1,1,1,1,1,2,2,2,1,1,"1,019,110,313","1,019,110,313","1,031,310,315",10313,10315
19522,Genista stenopetala,Webb & Berthel.,unspecialized,unspecialized,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA,NA,NA
19525,Genista tinctoria,L.,autochorous,autochorous,biotic,insect,NA,1,0.667,1,1,NA,1,2,3,2,NA,10313,"1,031,310,191","103,131,031,510,328","1,031,310,328",NA
19545,Gentiana asclepiadea,L.,anemochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,1,1,NA,10313,NA,10313,10313,NA
19552,Gentiana lutea,L.,anemochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,1,1,NA,10255,NA,10313,10313,NA
19554,Gentiana pneumonanthe,L.,anemochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,1,1,NA,10255,NA,10313,10313,NA
19561,Gentiana verna,L.,anemochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,1,1,NA,10313,NA,10313,10313,NA
19565,Gentianella amarella,(L.) Börner,anemochorous,NA,biotic,insect,bee,1,NA,1,1,1,1,NA,2,2,1,10313,NA,"1,031,310,315","1,031,310,315",10315
19568,Gentianella antarctica,(Kirk) T.N.Ho & S.W.Liu,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10322,NA,NA,NA,NA
19569,Gentianella antipoda,(Kirk) T.N.Ho & S.W.Liu,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10322,NA,NA,NA,NA
19573,Gentianella bellidifolia,(Hook.f.) Holub,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19576,Gentianella campestris,(L.) Börner,anemochorous,anemochorous,biotic,insect,NA,1,0.667,1,1,NA,2,3,2,2,NA,"1,019,110,313","1,019,110,313","1,031,310,315","1,031,310,315",NA
19577,Gentianella cerina,(Hook.f.) T.N.Ho & S.W.Liu,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10322,NA,NA,NA,NA
19579,Gentianella concinna,(Hook.f.) T.N.Ho & S.W.Liu,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10322,NA,NA,NA,NA
19588,Gentianella germanica,(Willd.) Börner,anemochorous,anemochorous,biotic,insect,bee,1,0.667,1,1,1,1,2,2,1,1,10313,"1,031,310,191","1,031,310,315",10313,10315
19590,Gentianella grisebachii,(Hook.f.) T.N.Ho,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19594,Gentianella lineata,(Kirk) T.N.Ho & S.W.Liu,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19596,Gentianella magellanica,(Gaudich.) Fabris,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10322,NA,NA,NA,NA
19598,Gentianella montana,(G.Forst.) Holub,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19605,Gentianella serotina,(Cockayne) T.N.Ho & S.W.Liu,unspecialized,unspecialized,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA,NA,NA
19606,Gentianella spenceri,(Kirk) T.N.Ho & S.W.Liu,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19610,Gentianella vernicosa,(Cheeseman) T.N.Ho & S.W.Liu,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19620,Geodorum densiflorum,(Lam.) Schltr.,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10349,10349,NA,NA,NA
19623,Geodorum terrestre,(L.) Garay,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10349,10349,NA,NA,NA
19632,Geophila repens,(L.) I.M.Johnst.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10349,NA,NA,NA,NA
19650,Geranium homeanum,Turcz.,unspecialized,unspecialized,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA,NA,NA
19655,Geranium lucidum,L.,autochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,1,1,NA,10291,NA,10313,10313,NA
19667,Geranium potentilloides,L'Hér. ex DC.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10322,NA,NA,NA,NA
19671,Geranium pusillum,L.,unspecialized,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,2,2,NA,10328,NA,"1,031,310,315","1,031,310,315",NA
19673,Geranium retrorsum,L'Hér. ex DC.,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19675,Geranium robertianum,L.,unspecialized,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,3,2,NA,10328,NA,"103,131,031,510,328","1,031,310,328",NA
19676,Geranium rotundifolium,L.,zoochorous,NA,biotic,insect,bee,1,NA,1,1,1,1,NA,3,2,1,10247,NA,"102,471,031,310,315","1,024,710,313",10315
19678,Geranium sessiliflorum,Cav.,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19680,Geranium sibiricum,L.,autochorous,autochorous,biotic,insect,NA,1,0.75,1,1,NA,1,2,1,1,NA,10191,"1,019,110,313",10313,10313,NA
19681,Geranium solanderi,Carolin,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19694,Gerbera jamesonii,Adlam,unspecialized,anthropochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10349,10349,NA,NA,NA
19695,Gerbera piloselloides,(L.) Cass.,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10175,10175,NA,NA,NA
19757,Geum aleppicum,Jacq.,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19758,Geum calthifolium,Menzies ex Sm.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
19762,Geum involucratum,Juss. ex Pers.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10322,NA,NA,NA,NA
19764,Geum macrophyllum,Willd.,unspecialized,anthropochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
19765,Geum montanum,L.,anemochorous,anemochorous,biotic,insect,NA,1,0.75,1,1,NA,1,2,1,1,NA,10255,"1,031,310,191",10313,10313,NA
19767,Geum rivale,L.,zoochorous,NA,biotic,insect,bee,1,NA,1,1,1,1,NA,2,1,1,10255,NA,"1,031,310,315",10313,10315
19770,Geum urbanum,L.,zoochorous,NA,biotic,insect,bee,1,NA,1,1,1,1,NA,2,1,1,10255,NA,"1,031,310,315",10313,10315
19783,Gilia capitata,Sims,unspecialized,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
19797,Gingidia trifoliolata,(Hook.f.) J.W.Dawson,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19823,Gladiolus carneus,D.Delaroche,unspecialized,anthropochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
19827,Gladiolus italicus,Mill.,autochorous,autochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10291,10291,NA,NA,NA
19832,Gladiolus undulatus,L.,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19841,Glaucium flavum,Crantz,unspecialized,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,3,2,NA,10328,NA,"103,131,031,510,328","1,031,310,328",NA
19845,Glechoma hederacea,L.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,3,2,NA,10247,NA,"102,471,031,310,315","1,024,710,313",NA
19852,Gleditsia triacanthos,L.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,"1,019,210,255",NA,NA,NA,NA
19859,Gleichenia dicarpa,R.Br.,anemochorous,anemochorous,abiotic,water,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19862,Gleichenia microphylla,R.Br.,anemochorous,anemochorous,abiotic,water,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19911,Glochidion ramiflorum,J.R.Forst. & G.Forst.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10349,NA,NA,NA,NA
19933,Gloriosa superba,L.,autochorous,autochorous,biotic,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10175,10175,10199,NA,NA
19941,Glossostigma diandrum,(L.) Kuntze,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19943,Glossostigma elatinoides,(Benth.) Hook.f.,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
19946,Gluta wallichii,(Hook.f.) Ding Hou,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
19950,Glyceria declinata,Bréb.,hydrochorous,hydrochorous,abiotic,wind,NA,1,0.708,1,1,NA,2,4,3,3,NA,"1,024,710,191","10,247,101,911,031,300,000","102,471,031,310,328","102,471,031,310,328",NA
19951,Glyceria fluitans,(L.) R.Br.,hydrochorous,NA,abiotic,wind,wind,1,NA,1,1,1,1,NA,4,3,1,10247,NA,"10,247,103,131,031,500,000","102,471,031,310,328",10315
19954,Glyceria lithuanica,(Gorski) Gorski,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10242,10242,NA,NA,NA
19956,Glyceria notata,Chevall.,hydrochorous,NA,abiotic,wind,NA,1,NA,1,1,NA,1,NA,2,2,NA,10191,NA,"1,031,310,328","1,031,310,328",NA
19963,Glycine max,(L.) Merr.,unspecialized,anthropochorous,biotic,insect,NA,1,1,1,1,NA,1,1,2,2,NA,10191,10191,"1,019,910,315","1,019,910,315",NA
19967,Glycine tabacina,(Labill.) Benth.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10349,NA,NA,NA,NA
19972,Glycosmis parviflora,(Sims) Little,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
19985,Gmelina arborea,Roxb. ex Sm.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,1,1,NA,10255,NA,10199,10199,NA
20020,Gnaphalium uliginosum,L.,anemochorous,NA,biotic,insect,insect,1,NA,1,1,1,1,NA,2,1,1,10242,NA,"1,031,310,315",10313,10315
20030,Gnetum montanum,Markgr.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
20033,Gnidia polystachya,P.J.Bergius,unspecialized,anthropochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
20066,Gomphocarpus fruticosus,(L.) W.T.Aiton,anemochorous,anemochorous,biotic,insect,NA,0.667,0.667,1,1,NA,3,3,1,1,NA,"1,017,510,247","1,017,510,247",10247,10247,NA
20108,Gonocarpus aggregatus,(Buchanan) Orchard,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
20113,Gonocarpus micranthus,Thunb.,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
20133,Gonolobus micranthus,Hook.f. ex Hemsl.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
20173,Goodia lotifolia,Salisb.,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
20185,Goodyera repens,(L.) R.Br.,anemochorous,anemochorous,biotic,insect,bee,1,0.75,1,1,1,2,2,2,2,1,"1,025,510,313","1,031,310,191","1,031,310,315","1,031,310,315",10315
20187,Goodyera rubicunda,(Blume) Lindl.,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10349,10349,NA,NA,NA
20245,Gouania lupuloides,(L.) Urb.,anemochorous,NA,biotic,insect,insect,1,NA,1,1,1,1,NA,1,1,1,10255,NA,10199,10199,10199
20263,Grammatophyllum elegans,Rchb.f.,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10599,10599,NA,NA,NA
20282,Grammitis ciliata,Colenso,anemochorous,anemochorous,abiotic,water,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
20311,Grammitis heterophylla,Labill.,anemochorous,anemochorous,abiotic,water,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
20386,Graptophyllum insularum,(A.Gray) A.C.Sm.,autochorous,autochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10349,10349,NA,NA,NA
20392,Gratiola nana,Benth.,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
20426,Grevillea robusta,A.Cunn. ex R.Br.,anemochorous,anemochorous,biotic,NA,NA,1,1,1,NA,NA,2,2,1,NA,NA,"1,032,810,349","1,032,810,349",10199,NA,NA
20449,Grewia occidentalis,L.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10197,NA,NA,NA,NA
20460,Grewia villosa,Willd.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10197,NA,NA,NA,NA
20461,Grias cauliflora,L.,hydrochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
