latin,myc
Barneoudia_major,AM
Barringtonia_,AM
Barringtonia_asiatica,NM
Barringtonia_macrostachya,AM
Barringtonia_pendula,AM
Barteria_fistulosa,AM
Bartsia_crenoloba,AM
Basilicum_polystachyon,AM
Bassia_laniflora,NM
Bastardiopsis_densiflora,AM
Batrachium_peltatum,NM
Bauhinia_,AM
Bauhinia_acuminata,AM
Bauhinia_aurea,AM
Bauhinia_delavayi,AM
Bauhinia_diphylla,AM
Bauhinia_faberi,AM
Bauhinia_forficata,AM
Bauhinia_galpinii,AM
Bauhinia_guianensis,AM
Bauhinia_japonica,AM
Bauhinia_madagascariensis,AM
Bauhinia_malabarica,EM
Bauhinia_ornata,AM
Bauhinia_petersiana,AM
Bauhinia_pulchella,NM
Bauhinia_racemosa,AM
Bauhinia_semla,AM
Bauhinia_sp,AM
Bauhinia_variegata,NA
Bauhinia_variegata_var._candida,AM
Bebbia_juncea,AM
Beckmannia_eruciformis,ORC
Beckwithia_glacialis,AM
Becquerelia_cymosa,AM
Bedfordia_salicina,AM
Begonia_augustinei,AM
Begonia_cathayana,AM
Begonia_cucullata_var._hookeri,AM
Begonia_diadema,AM
Begonia_fusca,NM
Begonia_grandis,AM
Begonia_incarnata,AM
Begonia_maculata,AM
Begonia_malabarica,NA
Begonia_rex,AM
Begonia_robusta,AM
Begonia_roxburghii,AM
Begonia_sericoneura,NM
Begonia_susaniae,AM
Beilschmiedia_,AM
Beilschmiedia_collina,AM
Beilschmiedia_erythrophloia,AM
Beilschmiedia_fordii,AM
Beilschmiedia_jacques-felixii,AM
Beilschmiedia_pendula,AM
Beilschmiedia_tarairi,AM
Beilschmiedia_tawa,AM
Bellida_graminea,AM
Bellidastrum_michelii,AM
Bellucia_grossularioides,AM
Beloglottis_subpandurata,AM
Belonophora_wernhamii,AM
Benincasa_hispida,AM
Benkara_malabarica,AM
Berberis_aristata,AM
Berberis_canadensis,AM
Berberis_darwinii,NM
Berberis_heteropoda,AM
Berberis_hieronymi,AM
Berberis_integerrima,AM
Berberis_microphylla,AM
Berberis_montana,AM
Berberis_nervosa,AM
Berberis_oblonga,AM
Berberis_ruscifolia,AM
Berberis_sargentiana,AM
Berberis_serratodentata,AM
Berberis_sibirica,AM
Berberis_thunbergii,AM
Berberis_trigona,AM
Berberis_vulgaris,AM
Berchemia_discolor,AM
Berchemia_polyphylla,AM
Berchemia_racemosa,AM
Bergia_capensis,NA
Berkheya_coddii,AM
Berlinia_,EM
Berlinia_auriculata,EM
Berlinia_bracteosa,EM
Berlinia_confusa,EM
Berlinia_craibiana,EM
Bersama_,AM
Berteroa_incana,NM
Berteroa_mutabilis,NM
Berteroella_maximowiczii,NM
Bertiera_laxa,AM
Bertiera_racemosa,AM
Betonica_macrantha,AM
Betula,EM
Betula_albosinensis,EM
Betula_davurica,EM
Betula_divaricata,EM
Betula_fruticosa,EM
Betula_glandulosa,EM
Betula_grossa,EM
Betula_insignis,EM
Betula_lenta,EM
Betula_litwinowii,EM
Betula_luminifera,EM
Betula_maximowicziana,EM
Betula_nana,EM
Betula_nigra,EM
Betula_platyphylla_submandshurica,EM
Betula_populifolia,EM
Betula_pubescens_var._pumila,EM
Betula_raddeana,EM
Betula_utilis,EM
Beyeria_cinerea,AM
Beyeria_lechenaultii,AM
Bhesa_,AM
Bhesa_paniculata,EM
Bhidea_fischeri,AM
Bidens_asymmetrica,AM
Bidens_bipinnata,AM
Bidens_cosmoides,AM
Bidens_frondosa,AM
Bidens_pilosa,AM
Bidens_sandvicensis,AM
Bidens_tripartita,AM
Biebersteinia_multifida,AM
Bikinia_le-testui,EM
Bikinia_le-testui_suble-testui,EM
Billardiera_bicolor,AM
Billardiera_heterophylla,AM
Billardiera_scandens,AM
Billbergia_distachia,NM
Biophytum_longibracteatum,AM
Bischofia_javanica,AM
Bischofia_polycarpa,AM
Biscutella_auriculata,NM
Biscutella_didyma,NM
Biscutella_frutescens,NM
Biscutella_intermedia,AM
Biscutella_valentina,NM
Bixa_orellana,AM
Blakea_princeps,AM
Blechnopsis_orientalis,AM
Blechnum_appendiculatum,NM
Blechnum_attenuatum,AM
Blechnum_australe,AM
Blechnum_banksii,AM
Blechnum_capense,AM
Blechnum_chilense,AM
Blechnum_cordatum,AM
Blechnum_discolor,AM
Blechnum_divergens,AM
Blechnum_filiforme,AM
Blechnum_fluviatile,AM
Blechnum_lanceola,AM
Blechnum_membranaceum,AM
Blechnum_minus,AM
Blechnum_nigrum,AM
Blechnum_nipponicum,AM
Blechnum_patersonii,AM
Blechnum_penna_marina,AM
Blechnum_penna-marina,AM
Blechnum_punctulatum,AM
Blechnum_schiedeanum,AM
Blechnum_sprucei,AM
Blechnum_vulcanicum,AM
Blennodia_pterosperma,NM
Blennospora_phlegmatocarpa,EM
Blepharis_maderaspatensis,AM
Bletilla_striata,AM
Blighia_welwitschii,AM
Blumea,NM
Blumea_axillaris,NM
Blumea_lacera,AM
Blumea_oxyodonta,NM
Blumea_virens,NM
Blysmus_compressus,NM
Blysmus_rufus,NM
Blyxa_echinosperma,NM
Blyxa_japonica,NM
Blyxa_octandra,AM
Bocoa_prouacensis,AM
Boea_hygrometrica,AM
Boechera_breweri,NM
Boechera_canadensis,NM
Boechera_cobrensis,NM
Boechera_cusickii,NM
Boechera_demissa,NM
Boechera_dentata,NM
Boechera_fendleri,NM
Boechera_fernaldiana,NM
Boechera_fruticosa,NM
Boechera_gracilenta,NM
Boechera_gracilipes,NM
Boechera_holboellii,NM
Boechera_koehleri,NM
Boechera_lemmonii,NM
Boechera_lyallii,NM
Boechera_microphylla,NM
Boechera_missouriensis,AM
Boechera_nuttallii,NM
Boechera_pendulina,NM
Boechera_perennans,AM
Boechera_perstellata,NM
Boechera_platysperma,NM
Boechera_puberula,NM
Boechera_pulchra,NM
Boechera_rectissima,NM
Boechera_repanda,NM
Boechera_serotina,NM
Boechera_sparsiflora,NM
Boechera_stricta,NM
Boechera_suffrutescens,NM
Boehmeria_japonica,NM
Boehmeria_nivea,AM
Boehmeria_zollingeriana,AM
Boenninghausenia_albiflora,AM
Boenninghausenia_japonica,AM
Boerhavia_heronensis,NM
Boerhavia_plumbaginea,NM
Boerhavia_repens,NM
Boerhavia_spicata,AM
Boerhavia_tetrandra,NM
Bolbitis,AM
Bolbitis_hekouensis,AM
Bolbitis_heteroclita,AM
Bolbitis_lindigii,AM
Bolboschoenus_caldwellii,NM
Bolboschoenus_maritimus_subaffinis,NM
Bolboschoenus_robustus,AM
Bolboschoenus_yagara,AM
Bomarea_ovallei,AM
Bombax_anceps,AM
Bonellia_macrocarpa_subpungens,AM
Borassus_flabellifer,AM
Boronia_coerulescens,AM
Boronia_spathulata,AM
Boronia_thujona,AM
Borreria_breviflora,AM
Borreria_exserta,AM
Borya_mirabilis,AM
Boscia_angustifolia,AM
Bossiaea_aquifolium,AM
Bossiaea_bossiaeoides,AM
Bossiaea_eriocarpa,AM
Bossiaea_obcordata,AM
Bossiaea_ornata,AM
Bossiaea_prostrata,AM
Boswellia_papyrifera,AM
Bothriochloa_,AM
Bothriochloa_insculpta,AM
Bothriochloa_ischaemum,AM
Bothriochloa_pertusa,AM
Botrychium_,NM
Botrychium_lunaria,AM
Botrychium_lunatum,AM
Botrychium_robustum,AM
Botrychium_simplex,AM
Botrychium_virginicum,AM
Bouea,AM
Bourreria_havanensis,AM
Bourreria_sonorae,AM
Bouteloua_aristidoides,AM
Bouteloua_curtipendula,AM
Bouteloua_repens,AM
Bowringia_callicarpa,AM
Brachiaria,AM
Brachiaria_decumbens,AM
Brachiaria_holosericea,AM
Brachiaria_humidicola,AM
Brachyachne_ciliaris,AM
Brachychiton_diversifolius,NM
Brachychiton_paradoxum,AM
Brachycome_perpusilla,AM
Brachypodium_phoenicoides,NM
Brachypodium_sylvaticum,AM
Brachyscome_iberidifolia,AM
Brachyscome_lineariloba,AM
Brachysema_uniflorum,AM
Brachystegia,EM
Brachystegia_boehmii,EM
Brachystegia_bussei,EM
Brachystegia_cynometroides,EM
Brachystegia_eurycoma,EM
Brachystegia_floribunda,EM
Brachystegia_laurentii,EM
Brachystegia_leonensis,EM
Brachystegia_longifolia,EM
Brachystegia_microphylla,EM
Brachystegia_spiciformis,EM
Brachystegia_utilis,EM
Brachystegia_zenkeri,EM
Brackenridgea_nitida,NM
Brainea_insignis,AM
Brasenia_schreberi,NM
Brasiliopuntia_brasiliensis,NM
Brassica,NM
Brassica_aucheri,NM
Brassica_balearica,NM
Brassica_barrelieri,NM
Brassica_cretica,NM
Brassica_deflexa,NM
Brassica_elongata,AM
Brassica_fruticulosa,NM
Brassica_napus_,AM
Brassica_nigra,NM
Brassica_repanda,AM
Braya_alpina,NM
Braya_fernaldii,NM
Braya_humilis,NM
Braya_longii,NM
Braya_thorild-wulffii,NM
Brenandendron_frondosum,AM
Breonia_chinensis,AM
Bretschneidera_sinensis,AM
Brexia_,AM
Breynia_,AM
Breynia_disticha,AM
Breynia_fruticosa,AM
Brickellia_eupatorioides,AM
Brickellia_frutescens,AM
Bridelia,AM
Bridelia_,AM
Bridelia_moonii,AM
Brighamia_insignis,AM
Briza_marcowiczii,AM
Briza_maxima,AM
Briza_media,AM
Briza_minor,AM
Brochoneura_acuminata,AM
Brodiaea_coronaria,AM
Bromelia_urbaniana,NM
Bromeliaceae_,AM
Bromus,AM
Bromus_benekenii,AM
Bromus_briziformis,AM
Bromus_catharticus,NM
Bromus_ciliatus,AM
Bromus_danthoniae,AM
Bromus_diandrus,AM
Bromus_hordeaceus,AM
Bromus_japonicus,AM
Bromus_lanceolatus,AM
Bromus_pauciflorus,AM
Bromus_paulsenii,AM
Bromus_pectinatus,AM
Bromus_pumpellianus,AM
Bromus_racemosus,AM
Bromus_remotiflorus,AM
Bromus_rigidus,AM
Bromus_riparius,AM
Bromus_scoparius,AM
Bromus_secalinus,AM
Bromus_squarrosus,AM
Bromus_unioloides,AM
Bromus_variegatus,AM
Bromus_variegatus_subvillosulus,AM
Brosimum_,AM
Brosimum_alicastrum,AM
Brosimum_lactescens,AM
Brosimum_parinarioides,AM
Brosimum_rubescens,AM
Brosimum_utile,AM
Brossardia_papyracea,NM
Broussonetia_kaempferi,AM
Broussonetia_kaempferi_var._australis,AM
Broussonetia_kazinoki,NM
Broussonetia_papyrifera,AM
Browallia_americana,AM
Brownea_ariza,NM
Brucea_javanica,AM
Bruguiera,AM
Brunfelsia_undulata,NM
Brunonia_australis,EM
Bryodesma_indicum,NM
Bryonia_cretica_subdioica,AM
Bryophyllum_daigremontianum,AM
Bryophyllum_delagoense,AM
Buchanania_arborescens,AM
Buchanania_cochinchinensis,AM
Buchenavia_grandis,AM
Buchenavia_tetraphylla,AM
Buchloe_dactyloides,AM
Buchnera_linearis,NM
Buddleja_asiatica,AM
Buddleja_cordobensis,AM
Buddleja_curviflora,AM
Buddleja_globosa,AM
Buddleja_lindleyana,AM
Buddleja_stachyoides,AM
Bulbine_alata,AM
Bulbine_bulbosa,AM
Bulbine_semibarbata,AM
Bulbophyllum_drymoglossum,AM
Bulbostylis_,AM
Bulbostylis_conifera,AM
Bulbostylis_densa,NA
Bulbostylis_densa_var._capitata,NM
Bulbostylis_hispidula,NM
Bulbostylis_paradoxa,AM
Bulbostylis_puberula,NA
Bulbostylis_tenuifolia,AM
Bunias_erucago_,AM
Bunias_orientalis,NM
Bunias_orientalis_,AM
Bunium_chaerophylloides,AM
Bupleurum_americanum,AM
Bupleurum_baldense,AM
Bupleurum_falcatum,AM
Bupleurum_falcatum_,AM
Bupleurum_falcatum_subpolyphyllum,AM
Bupleurum_lancifolium,AM
Bupleurum_longifolium,AM
Bupleurum_marginatum,AM
Bupleurum_multinerve,AM
Burchardia_congesta,AM
Burchardia_umbellata,AM
Burchellia_bubalina,AM
Burmannia_candida,AM
Burmannia_championii,AM
Burmannia_cryptopetala,AM
Burmannia_itoana,AM
Burmannia_kalbreyeri,AM
Burmannia_micropetala,AM
Burmannia_nepalensis,AM
Burmannia_sphagnoides,AM
Burmannia_tenella,AM
Burmannia_wallichii,AM
Burmeistera_microphylla,AM
Burretiodendron_hsienmu,EM
Bursaria_spinosa,AM
Bursera_fagaroides,NM
Bursera_hindsiana,AM
Bursera_microphylla,AM
Burtonia_villosa,EM
Bussea_occidentalis,AM
Butea_monosperma,AM
Butia,AM
Buxus_bodinieri,AM
Buxus_microphylla,AM
Buxus_papillosa,EM
Byrsonima,AM
Byrsonima_,AM
Byrsonima_aerugo,AM
Byrsonima_crassifolia,AM
Byrsonima_sericea,AM
Byrsonima_spicata,AM
Byrsonima_stipulacea,AM
Byrsonima_verbascifolia,AM
Byrsophyllum_ellipticum,AM
Cabomba_furcata,NM
Cabralea_canjerana,AM
Cacalia_auriculata_var._kamtschatica,AM
Caccinia,AM
Cactaceae_,AM
Cadaba_fruticosa,AM
Cadaba_trifoliata,AM
Cadia_commersoniana,AM
Caesalpinia_crista,AM
Caesalpinia_decapetala,AM
Caesalpinia_echinata,AM
Caesalpinia_eriostachys,AM
Caesalpinia_ferrea,AM
Caesalpinia_gilliesii,AM
Caesalpinia_pannosa,AM
Caesalpinia_pulcherrima,AM
Caiophora_sylvestris,NM
Cajanus,AM
Cajanus_acutifolius,AM
Cajanus_cajan,AM
Cajanus_marmoratus,AM
Cajanus_rugosus,AM
Cajanus_scarabaeoides,AM
Cakile_arabica,NM
Cakile_constricta,NM
Cakile_edentula,NM
Cakile_lanceolata,NM
Caladenia_,ORC
Caladenia_formosa,ORC
Caladium_bicolor,AM
Calamagrostis_anthoxanthoides,AM
Calamagrostis_arundinacea,AM
Calamagrostis_autumnalis,AM
Calamagrostis_canadensis,AM
Calamagrostis_coarctata,AM
Calamagrostis_effusa,AM
Calamagrostis_epigeios,AM
Calamagrostis_inexpansa,AM
Calamagrostis_pseudophragmites,AM
Calamagrostis_varia,AM
Calamagrostis_villosa,AM
Calamintha,AM
Calamus_,AM
Calamus_moti,AM
Calamus_rhabdocladus,AM
Calandrinia_,NM
Calandrinia_caespitosa,NM
Calandrinia_granulifera,NM
Calandrinia_uniflora,AM
Calandrinia_volubilis,NM
Calanthe_reflexa,AM
Calathea_,AM
Calathea_concinna,AM
Calathea_majestica,AM
Calathea_micans,NM
Calathea_ornata,NM
Calceolaria_biflora,AM
Calceolaria_crenatiflora,AM
Calceolaria_polyrrhiza,AM
Calceolaria_tripartita,AM
Caldcluvia_paniculata,AM
Calepina_irregularis,NM
Calliandra_,AM
Calliandra_brevipes,AM
Calliandra_eriophylla,AM
Calliandra_erubescens,AM
Calliandra_haematocephala,NM
Calliandra_parvifolia,AM
Calliandra_tweedii,AM
Callianthemum_sajanense,AM
Callicarpa_cathayana,AM
Callicarpa_japonica,AM
Callichlamys_,AM
Calligonum,AM
Calligonum_aphyllum,NM
Calligonum_bykovii,NM
Calligonum_caput-medusae,NM
Calligonum_junceum,AM
Calligonum_leucocladum,NM
Calligonum_murex,NM
Calligonum_polygonoides,AM
Callistachys_lanceolata,AM
Callistemon,NM
Callistemon_lanceolatus,AM
Callistemon_macropunctatus,EM
Callistemon_salignus,NA
Callistemon_speciosus,AM
Callistephus_chinensis,AM
Callitriche_cophocarpa,NM
Callitriche_palustris,NM
Callitriche_stagnalis,NM
Callitris_columellaris,AM
Callitris_endlicheri,AM
Callitris_intratropica,AM
Callitris_muelleri,AM
Callitris_oblonga,AM
Callitris_rhomboidea,AM
Calocedrus_decurrens,AM
Calocedrus_formosana,AM
Calocedrus_macrolepis,AM
Calocephalus_francisii,AM
Calocephalus_platycephalus,AM
Calochortus_gunnisonii,NM
Calogyne,EM
Calogyne_,AM
Caloncoba_glauca,AM
Calophyllum_,AM
Calophyllum_angulare,AM
Calophyllum_bracteatum,AM
Calophyllum_brasiliense,AM
Calophyllum_brasiliense_var._antillanum,AM
Calophyllum_ferrugineum,AM
Calophyllum_hosei,AM
Calophyllum_inophyllum,AM
Calophyllum_membranaceum,NM
Calophyllum_pulcherrimum,AM
Calophyllum_sclerophyllum,AM
Calophyllum_sil,AM
Calophyllum_soulattri,AM
Calopogonium_caeruleum,AM
Calopogonium_mucunoides,AM
Calothamnus_quadrifidus,AM
Calothamnus_sanguineus,AM
Calotis_hispidula,AM
Calotropis_gigantea,AM
Caltha_leptosepala,AM
Calycadenia_multiglandulosa,AM
Calycanthus_chinensis,AM
Calycolpus_goetheanus,AM
Calycophyllum_obovatum,AM
Calypso_bulbosa,ORC
Calyptocarpus_vialis,NM
Calystegia_pubescens,AM
Calystegia_sepium,AM
Calystegia_subacaulis,AM
Calytrix_achaeta,AM
Calytrix_brachychaeta,EM
Calytrix_decussata,AM
Calytrix_exstipulata,AM
Calytrix_leschenaultii,AM
Calytrix_strigosa,AM
Calytrix_tetragona,AM
Camaridium_nutantiflorum,AM
Camelina_alyssum,NM
Camelina_hispida,NM
Camelina_microcarpa,NM
Camelina_rumelica,AM
Camelina_sativa,NM
Camellia_chekiangoleosa,AM
Camellia_cuspidata,AM
Camellia_grijsii,AM
Camellia_japonica,AM
Camellia_oleifera,AM
Camissonia_dentata,AM
Campanula_alliariifolia,AM
Campanula_bellidifolia,AM
Campanula_cashmeriana,AM
Campanula_cervicaria,AM
Campanula_ciliata,AM
Campanula_collina_subcollina,NM
Campanula_dasyantha,AM
Campanula_fragilis,AM
Campanula_lasiocarpa,AM
Campanula_latifolia,AM
Campanula_parryi,AM
Campanula_patula,AM
Campanula_punctata,AM
Campanula_rapunculoides,AM
Campanula_saxifraga,NM
Campanula_saxifraga_subaucheri,AM
Campanula_scheuchzeri,AM
Campanula_sibirica,AM
Campanula_tridentata,AM
Campanula_tridentata_subsp._biebersteiniana,AM
Campanula_uniflora,AM
Camphorosma_annua,NM
Campnosperma_auriculatum,AM
Campnosperma_zeylanica,AM
Campomanesia_,AM
Campomanesia_xanthocarpa,AM
Campsiandra_comosa,AM
Campsis_grandiflora,AM
Camptotheca_acuminata,AM
Campyloneurum_amphostenon,NM
Campyloneurum_angustifolium,NM
Campyloneurum_phyllitidis,AM
Campyloneurum_tenuipes,NM
Campylosiphon_congestus,AM
Campylosiphon_purpurascens,AM
Campylospermum_sulcatum,AM
Campylotropis_delavayi,AM
Campylotropis_pinetorum,AM
Campylotropis_rockii,AM
Cananga_latifolia,AM
Canarium,AM
Canarium_album,AM
Canarium_australianum,AM
Canarium_bengalense,AM
Canarium_caudatum,AM
Canarium_madagascariense,AM
Canarium_pilosum,AM
Canarium_pimela,AM
Canarium_schweinfurthii,AM
Canarium_subulatum,AM
Canarium_x_album,AM
Canarium_zeylanicum,AM
Canavalia_cathartica,AM
Canavalia_ensiformis,AM
Canavalia_gladiata,AM
Canavalia_lineata,AM
Canavalia_rosea,AM
Cancrinia_chrysocephala,AM
Canna_flaccida,AM
Canna_x_generalis,AM
Cannabis_sativa,AM
Cannomois_parviflora,NM
Canscora_alata,AM
Canscora_heteroclita,NA
Canthium_coprosmoides,AM
Canthium_parvifolium,AM
Capillipedium_assimile,AM
Capillipedium_parviflorum,AM
Capillipedium_spicigerum,AM
Capnoides_sempervirens,AM
Capparis_brevispina,NA
Capparis_decidua,AM
Capparis_mariana,NM
Capparis_rotundifolia,AM
Capparis_spinosa,NA
Capparis_zeylanica,NA
Capraria_biflora,AM
Capsella,NM
Capsella_bursa-pastoris_,AM
Capsella_rubella,NM
Capsicum_annuum,AM
Capsicum_baccatum,AM
Capsicum_chinense,AM
Capsicum_pubescens,AM
Caragana,AM
Caragana_arborescens,AM
Caragana_korshinskii,AM
Caragana_pygmaea,AM
Caragana_sinica,AM
Caragana_spinosa,AM
Caragana_stenophylla,AM
Caragana_tibetica,AM
Caragana_turkestanica,AM
Caraipa_grandifolia,AM
Caraipa_grandifolia_sublacerdaei,AM
Caraipa_longipedicellata,AM
Caraipa_parvifolia,AM
Carallia_brachiata,AM
Carallia_x_brachiata,AM
Caralluma_adscendens,NA
Carapa_guianensis,AM
Carapa_procera,AM
Cardamine_,NM
Cardamine_africana,NM
Cardamine_amara_subopicii,AM
Cardamine_angulata,NM
Cardamine_angustata_,AM
Cardamine_auriculata,NM
Cardamine_breweri,AM
Cardamine_bulbosa,NA
Cardamine_californica,AM
Cardamine_clematitis,NM
Cardamine_cordifolia,NM
Cardamine_corymbosa,NM
Cardamine_douglassii,NA
Cardamine_flaccida,NM
Cardamine_glanduligera,AM
Cardamine_graeca,NM
Cardamine_gunnii,NM
Cardamine_heptaphylla,NM
Cardamine_lilacina,NM
Cardamine_lyrata,AM
Cardamine_macrocarpa,NM
Cardamine_macrophylla,NM
Cardamine_maxima,NM
Cardamine_microphylla,NM
Cardamine_nuttallii,NM
Cardamine_obliqua,AM
Cardamine_parviflora,NM
Cardamine_paucijuga,NM
Cardamine_pensylvanica,AM
Cardamine_pentaphyllos,NM
Cardamine_raphanifolia,AM
Cardamine_rotundifolia,NM
Cardamine_rupicola,AM
Cardamine_trichocarpa,NM
Cardiocrinum_cordatum,AM
Cardiomanes_reniforme,AM
Cardiospermum_corindum,NA
Cardiospermum_halicacabum,AM
Carduus_acanthoides,AM
Carduus_crispus,AM
Carduus_nutans,AM
Carduus_nutans_subleiophyllus,AM
Carduus_tenuiflorus,AM
Cardwellia_sublimis,NM
Carex_,NM
Carex_acicularis,AM
Carex_acutiformis,AM
Carex_alba,NM
Carex_albonigra,NM
Carex_amphibola,NM
Carex_annectens,AM
Carex_aphylla,NM
Carex_aquatilis_var._minor,NM
Carex_arenaria_,AM
Carex_atrata,NM
Carex_baccans,NA
Carex_berggrenii,AM
Carex_bicknellii,AM
Carex_bigelowii,NM
Carex_blanda,AM
Carex_blepharicarpa,NM
Carex_boelckeiana,NM
Carex_bostrychostigma,NM
Carex_breviculmis,NM
Carex_brevior,AM
Carex_brizoides,NM
Carex_buchananii,AM
Carex_capillaris,AM
Carex_capitata,NM
Carex_caryophyllea,NM
Carex_cephalophora,AM
Carex_cespitosa,NM
Carex_chordorrhiza,NM
Carex_comans,AM
Carex_composita,AM
Carex_conica,AM
Carex_coriacea,AM
Carex_crawei,AM
Carex_cristatella,AM
Carex_cruciata,AM
Carex_cryptostachys,NM
Carex_cuprina,NM
Carex_curvula,AM
Carex_davalliana_,AM
Carex_diandra,AM
Carex_digitata,NM
Carex_diluta,NM
Carex_dipsacea,NM
Carex_dissita,NM
Carex_distans,NM
Carex_disticha_,NM
Carex_divulsa,AM
Carex_doenitzii,NM
Carex_ebenea,NM
Carex_echinata,NM
Carex_elongata,NM
Carex_enervis,NM
Carex_ericetorum,NM
Carex_filicina,AM
Carex_filifolia,NM
Carex_finitima,AM
Carex_firma,NM
Carex_flagellifera,NM
Carex_flaviformis,AM
Carex_forsteri,NM
Carex_fuscula,AM
Carex_gaudichaudiana,NM
Carex_gayana,NM
Carex_geminata,NM
Carex_goodenoughii,NM
Carex_goyenii,NM
Carex_granularis,AM
Carex_gravida,AM
Carex_halleriana,NM
Carex_hectori,AM
Carex_heleonastes,AM
Carex_hostiana,NM
Carex_inanis,AM
Carex_inops_subheliophila,AM
Carex_insignis,AM
Carex_interior,NM
Carex_inversa,NM
Carex_japonica,NM
Carex_lacustris,NM
Carex_lasiocarpa_var._americana,NA
Carex_laxa,NM
Carex_leporina,NM
Carex_leporinella,AM
Carex_leptalea,NM
Carex_lindleyana,NA
Carex_liparicarpos,NM
Carex_longipes,AM
Carex_lurida,AM
Carex_lyngbyei,NM
Carex_macloviana,NM
Carex_maorica,NM
Carex_maritima,NM
Carex_medwedewii,NM
Carex_melanantha,NM
Carex_membranacea,NM
Carex_meyenii,AM
Carex_microchaeta,NM
Carex_mollissima,NM
Carex_montana,NM
Carex_myosurus,AM
Carex_nardina,NM
Carex_nivalis,NM
Carex_nubigena,AM
Carex_nubigena_subalbata,NM
Carex_obtusata,AM
Carex_orbicularis,NM
Carex_oreophila,NM
Carex_oxyandra,NM
Carex_pachystylis,NM
Carex_paniculata,NM
Carex_paysonis,AM
Carex_pediformis,NM
Carex_pellita,NM
Carex_pendula,NM
Carex_pensylvanica,AM
carex_petriei,AM
Carex_pilosa,NM
Carex_pilulifera,NM
Carex_pilulifera_,NM
Carex_plantaginea,NM
Carex_podocarpa,NM
Carex_polyphylla,NM
Carex_praecox,NM
Carex_prairea,NM
Carex_pseudobrizoides,AM
Carex_pseudocyperus,NM
Carex_pseudofoetida,NM
Carex_pulicaris,NM
Carex_rafflesiana,NM
Carex_remota_subrochebrunii,AM
Carex_rhizina,NM
Carex_riparia,NM
Carex_rosea,AM
Carex_schmidtii,NM
Carex_scirpoidea,NM
Carex_scoparia,NA
Carex_secta,NM
Carex_sempervirens,NM
Carex_sinclairii,AM
Carex_solandri,NM
Carex_songorica,NM
Carex_sprengelii,NM
Carex_stenantha,NM
Carex_stenophylla,NM
Carex_stenophylla_substenophylloides,NM
Carex_stipata,AM
Carex_subspathacea,NM
Carex_sylvatica,NM
Carex_sylvatica_,NM
Carex_tenera,NM
Carex_tenuiflora,NM
Carex_teres,AM
Carex_ternaria,NM
Carex_testacea,NM
Carex_tetanica,AM
Carex_tribuloides,AM
Carex_trichocarpa,AM
Carex_trifida,NM
Carex_trisperma,NM
Carex_tristachya,AM
Carex_tristis,NM
Carex_turkestanica,NM
Carex_umbrosa,NM
Carex_umbrosa_subhuetiana,NM
Carex_ursina,NM
Carex_utriculata,NM
Carex_vaginata,NM
Carex_viridula_subbrachyrhyncha,NM
Carex_vulpina,NM
Carex_vulpinoidea,AM
Carex_wakatipu,AM
Careya_arborea,AM
Carica_papaya,AM
Cariniana_estrellensis,AM
Cariniana_legalis,AM
Cariniana_micrantha,AM
Carissa_carandas,NA
Carissa_spinarum,NA
Carlemannia_tetragona,AM
Carlina_,AM
Carlina_biebersteinii,AM
Carlina_vulgaris,AM
Carlowrightia_arizonica,AM
Carludovica_palmata,AM
Carmichaelia_petriei,AM
Carnegiea_gigantea,AM
Carpanthea_pomeridiana,NM
Carpentaria_acuminata,AM
Carpesium_abrotanoides,AM
Carpesium_divaricatum,AM
Carpha_alpina,AM
Carpinus_betulus,EM
Carpinus_caroliniana,EM
Carpinus_laxiflora,EM
Carpinus_orientalis,EM
Carpobrotus_acinaciformis,NM
Carpobrotus_edulis,NM
Carpobrotus_modestus_,NM
Carpobrotus_virescens,NM
Carpodetus_serratus,AM
Carpolobia_lutea,AM
Carthamus_tinctorius,AM
Cartonema,NM
Carum_carvi,AM
Carum_caucasicum,AM
Carum_meifolium,AM
Carya_alba,EM
Carya_cordiformis,EM
Carya_glabra,EM
Carya_illinoinensis,EM
Carya_ovata,EM
Carya_sinensis,EM
Caryocar_brasiliense,AM
Caryocar_glabrum,AM
Caryocar_nuciferum,AM
Caryocar_pallidum,AM
Caryocar_villosum,AM
Caryota_maxima,NM
Caryota_monostachya,AM
Caryota_monostachys,AM
Caryota_urens,AM
Cascabela_thevetia,NA
Casearia_aculeata,AM
Casearia_arborea,AM
Casearia_barteri,AM
Casearia_bicolor,AM
Casearia_esculenta,AM
Casearia_glomerata,AM
Casearia_nigrescens,AM
Casearia_sylvestris,AM
Casearia_vareca,AM
Casearia_villilimba,AM
Cassia,AM
Cassia_,AM
Cassia_abbreviata_subbeareana,AM
Cassia_angustifolia,AM
Cassia_fasciculata,AM
Cassia_fruticosa,AM
Cassia_grandis,AM
Cassia_javanica,AM
Cassia_javanica_subnodosa,AM
Cassia_occidentalis,AM
Cassia_roxburghii,AM
Cassia_tora,AM
Cassine_aethiopica,AM
Cassine_glauca,AM
Cassine_papillosa,AM
Cassinia_aculeata,AM
Cassinia_arcuata,AM
Cassinia_laevis,AM
Cassiope_fastigiata,EM
Cassiope_lycopodioides,AM
Cassiope_mertensiana,EM
Cassiope_tetragona,EM
Castanea_dentata,EM
Castanea_henryi,AM
Castanea_seguinii,EM
Castanea_x_henryi,EM
Castanopsis,EM
Castanopsis_borneensis,EM
